date,fitted
1982-06,101.27405838816814
1982-07,101.02369914272721
1982-08,101.11461984239594
1982-09,100.34041104879452
1982-10,100.0892731389267
1982-11,98.45385580554785
1982-12,97.2343352725124
1983-01,97.43700395080182
1983-02,97.80015609206178
1983-03,99.25230203308352
1983-04,100.34225376585165
1983-05,101.42625917904863
1983-06,101.84607018425083
1983-07,101.3134967103323
1983-08,101.13908866000133
1983-09,100.59433335533633
1983-10,100.56667229514059
1983-11,99.30945203987773
1983-12,97.8856306098841
1984-01,97.6193353966952
1984-02,97.4395567643886
1984-03,98.6184780245013
1984-04,100.02554351394782
1984-05,101.77583262005042
1984-06,101.68949047828258
1984-07,101.99297179561847
1984-08,102.63955779143375
1984-09,101.43621280700404
1984-10,100.74445717724468
1984-11,98.3271987090723
1984-12,97.46821847904917
1985-01,98.59917448309199
1985-02,100.10938113546928
1985-03,99.34060730632288
1985-04,100.65612260391428
1985-05,102.18768343895353
1985-06,102.27253210899727
1985-07,102.3009948710441
1985-08,102.66569094135058
1985-09,101.67187205789722
1985-10,101.19920909390501
1985-11,99.17695911226946
1985-12,98.14581092411328
1986-01,98.81447677725669
1986-02,99.74114310678445
1986-03,100.0773601416832
1986-04,101.28719982950008
1986-05,102.59658762499426
1986-06,102.85016474365706
1986-07,102.59980551599378
1986-08,102.69072623403251
1986-09,101.9165174799875
1986-10,101.66537960840046
1986-11,100.02996231457813
1986-12,98.81044181982536
1987-01,99.01311053767188
1987-02,99.37626271848751
1987-03,100.82840869523821
1987-04,101.91836046756538
1987-05,103.00236591904186
1987-06,103.42217696380231
1987-07,102.88960352816478
1987-08,102.71519551739014
1987-09,102.17044025228255
1987-10,102.14277923036764
1987-11,100.88555901466326
1987-12,99.46173760494659
1988-01,99.19544240286214
1988-02,99.0156637816612
1988-03,100.19458505216156
1988-04,101.60165055271358
1988-05,103.35193966956174
1988-06,103.26559753889802
1988-07,103.56907886697972
1988-08,104.215664873901
1988-09,103.01231990057606
1988-10,102.32056428156345
1988-11,99.90330582449454
1988-12,99.04432560521906
1989-01,100.1752816203672
1989-02,101.68548828384606
1989-03,100.91671446473298
1989-04,102.23222977366294
1989-05,103.76379061967471
1989-06,103.84863928139552
1989-07,103.87710203538589
1989-08,104.2417980973657
1989-09,103.2479792055902
1989-10,102.77531623354186
1989-11,100.75306624358272
1989-12,99.72191804737206
1990-01,100.39058389219026
1990-02,101.31725021339211
1990-03,101.65346724077283
1990-04,102.8633069202654
1990-05,104.17269470770478
1990-06,104.4262718180424
1990-07,104.17591258232346
1990-08,104.2668332920376
1990-09,103.49262450848121
1990-10,103.24148660833403
1990-11,101.60606928581596
1990-12,100.38654876328557
1991-01,100.58921745243185
1991-02,100.95236960454972
1991-03,102.40451555537665
1991-04,103.49446729900396
1991-05,104.57847272270753
1991-06,104.99828373876692
1991-07,104.46571027535578
1991-08,104.29130223588136
1991-09,103.74654694207443
1991-10,103.71888589238586
1991-11,102.46166564798006
1991-12,101.03784421048867
1992-01,100.77154898955449
1992-02,100.59177034949812
1992-03,101.77069159033151
1992-04,103.17775705916654
1992-05,104.92804614532093
1992-06,104.8417039829412
1992-07,105.14518528032895
1992-08,105.7917712555332
1992-09,104.58842625049012
1992-10,103.89667060078393
1992-11,101.4794121119974
1992-12,100.62043186202814
1993-01,101.75138784545958
1993-02,103.26159447722021
1993-03,102.49282062946027
1993-04,103.80833590667396
1993-05,105.3398967219911
1993-06,105.42474537165818
1993-07,105.45320811398359
1993-08,105.81790415755778
1993-09,104.824085247376
1993-10,104.35142225751738
1993-11,102.32917224915131
1993-12,101.29802403512879
1994-01,101.96668986154133
1994-02,102.89335616433816
1994-03,103.229573175094
1994-04,104.43941283618106
1994-05,105.74880060580796
1994-06,106.002377697741
1994-07,105.75201844420997
1994-08,105.84293913551964
1994-09,105.06873033355562
1994-10,104.81759241559877
1994-11,103.1821750738596
1994-12,101.96265453432372
1995-01,102.16532320589467
1995-02,102.5284753404364
1995-03,103.9806212753932
1995-04,105.0705730014427
1995-05,106.15457840813662
1995-06,106.57438940662331
1995-07,106.04181592620263
1995-08,105.86740786915482
1995-09,105.3226525577725
1995-10,105.29499149107583
1995-11,104.03777122909393
1995-12,102.61394977459646
1996-01,102.34765453608686
1996-02,102.16787587845674
1996-03,103.34679711488265
1996-04,104.75386257900898
1996-05,106.50415166187433
1996-06,106.4178094960946
1996-07,106.72129079019578
1996-08,107.36787676199977
1996-09,106.16453175355872
1996-10,105.47277610056274
1996-11,103.05551760838081
1996-12,102.19653735511962
1997-01,103.32749333515203
1997-02,104.83769996351725
1997-03,104.06892611268565
1997-04,105.38444138650071
1997-05,106.91600219852835
1997-06,107.00085084479657
1997-07,107.02931358383259
1997-08,107.3940096303592
1997-09,106.40019072313238
1997-10,105.9275277439468
1997-11,103.90527774660973
1997-12,102.87412954326085
1998-01,103.54279538070364
1998-02,104.46946169452741
1998-03,104.80567871524742
1998-04,106.01551838736334
1998-05,107.32490616766415
1998-06,107.5784832706267
1998-07,107.32812402777019
1998-08,107.41904473010662
1998-09,106.64483593917325
1998-10,106.39369803188958
1998-11,104.75828070118034
1998-12,103.5387601707288
1999-01,103.74142885168675
1999-02,104.10458099782153
1999-03,105.55672694324488
1999-04,106.64667868088877
1999-05,107.73068409880312
1999-06,108.15049510888113
1999-07,107.61792163967972
1999-08,107.44351359422099
1999-09,106.89875829443073
1999-10,106.87109723895294
1999-11,105.61387698856645
1999-12,104.190055545287
2000-01,103.923760318366
2000-02,103.74398167233133
2000-03,104.92290291960117
2000-04,106.32996839531924
