date,fitted
1982-06,0.0
1982-07,100.00102606186908
1982-08,99.03267852388286
1982-09,98.74104156180252
1982-10,98.82444198697911
1982-11,99.0539026233098
1982-12,96.7803735860385
1983-01,94.84744231009478
1983-02,95.67306700148123
1983-03,99.2852506108955
1983-04,97.44802678769354
1983-05,97.1137797951888
1983-06,97.60553272079665
1983-07,97.6656258214763
1983-08,99.03339431964498
1983-09,99.01091211064029
1983-10,99.13124171682797
1983-11,99.32608412637602
1983-12,98.89057427392103
1984-01,99.31050413428314
1984-02,99.20715366198921
1984-03,100.15322705513184
1984-04,99.82286671873634
1984-05,99.3250983379475
1984-06,99.64747145288125
1984-07,100.55583709185187
1984-08,103.55770951344927
1984-09,102.54021383015045
1984-10,102.09148898290877
1984-11,101.5577993980595
1984-12,100.83155680502945
1985-01,101.17614824009854
1985-02,101.19845591814922
1985-03,101.19990004139017
1985-04,101.04119953712376
1985-05,100.93739946603283
1985-06,100.99594745424459
1985-07,101.15853164386027
1985-08,101.10378913964227
1985-09,101.10024529601907
1985-10,101.25880987152604
1985-11,101.20380715115552
1985-12,101.20024646202322
1986-01,101.20001595511353
1986-02,89.44924563260176
1986-03,92.24799501769485
1986-04,93.11011174581947
1986-05,93.25944859194463
1986-06,93.680230475431
1986-07,93.03528553259001
1986-08,93.18933694533489
1986-09,93.04051571819491
1986-10,94.84288310066785
1986-11,94.24161806642424
1986-12,94.04390022024197
1987-01,93.6199863152855
1987-02,93.9471405179127
1987-03,93.90305171687314
1987-04,93.74140356588025
1987-05,95.06655860122176
1987-06,94.78899740964964
1987-07,94.070585422167
1987-08,96.66705835857206
1987-09,96.0149244024217
1987-10,97.01899775839111
1987-11,101.07335626355275
1987-12,101.41385529859251
1988-01,101.60545017666331
1988-02,106.94283117433254
1988-03,105.57389557314796
1988-04,106.3357626715986
1988-05,110.21564757514497
1988-06,109.81614947481032
1988-07,109.96858972990607
1988-08,110.82894552929955
1988-09,110.74535645913653
1988-10,111.2445858506006
1988-11,111.49221563217309
1988-12,110.994855402789
1989-01,111.09319329622083
1989-02,111.73473532471967
1989-03,111.99157794261491
1989-04,112.12999008851746
1989-05,112.1672091083185
1989-06,111.31038092971359
1989-07,111.26366306217278
1989-08,110.91479203444229
1989-09,109.97645232266393
1989-10,110.05499297944932
1989-11,110.03181874655245
1989-12,109.30161621795911
1990-01,108.31033171315596
1990-02,104.32206876668319
1990-03,104.14464252531344
1990-04,104.37471874927705
1990-05,104.90300404147429
1990-06,105.91822607474724
1990-07,105.0506925586119
1990-08,106.30189228709214
1990-09,104.97325318903967
1990-10,104.64367155466785
1990-11,104.08943620837222
1990-12,105.01507112348963
1991-01,104.0199530139115
1991-02,103.80548873446732
1991-03,103.03464405054623
1991-04,102.10599616271284
1991-05,100.9800799520081
1991-06,100.60710453216808
1991-07,101.92732923445409
1991-08,101.14480820617963
1991-09,99.70201349189378
1991-10,100.57887637014132
1991-11,100.34631219616317
1991-12,100.71411241788525
1992-01,99.81341729052481
1992-02,98.49350769068423
1992-03,99.06073774969559
1992-04,98.62107631970231
1992-05,99.2647990648844
1992-06,98.15790457984413
1992-07,98.95423588115641
1992-08,98.01601474713529
1992-09,99.07558571962974
1992-10,98.50025249883019
1992-11,97.48198474260131
1992-12,98.34932108898657
1993-01,98.68604851536348
1993-02,99.46480809977736
1993-03,100.07638038757025
1993-04,100.67712953814137
1993-05,101.91235400318519
1993-06,101.33964171643838
1993-07,101.4613602618539
1993-08,102.99191217371167
1993-09,103.07349434947386
1993-10,102.50011711063603
1993-11,103.70509186456896
1993-12,103.48501826207796
1994-01,105.78741367169786
1994-02,105.43383011998586
1994-03,107.12066526979858
1994-04,106.60544741152505
1994-05,107.61838425021797
1994-06,108.33864271731065
1994-07,107.76960224643534
1994-08,108.7507961041468
1994-09,109.05788531481629
1994-10,110.08704655375246
1994-11,109.631529738151
1994-12,109.76083511995664
1995-01,109.703938258854
1995-02,113.19372277119419
1995-03,114.52445508446273
1995-04,115.31305365033434
1995-05,115.59892462063527
1995-06,115.5434130075672
1995-07,114.9329020948833
1995-08,114.77159466588908
1995-09,116.79721537793773
1995-10,114.71598942628857
1995-11,113.10434490623246
1995-12,114.32487396978541
1996-01,112.7789379892278
1996-02,112.31350426542488
1996-03,111.56342163678549
1996-04,110.70138546577012
1996-05,112.12048534149271
1996-06,113.24989305856326
1996-07,113.68836215859653
1996-08,113.16634725399547
1996-09,113.19782143562784
1996-10,113.35865295904433
1996-11,112.6686210255923
1996-12,112.09105135230291
1997-01,111.42723576346044
1997-02,111.29948653487001
1997-03,111.80460742371426
1997-04,111.54797793709747
1997-05,112.70819021176882
1997-06,110.42089694389924
1997-07,111.05603717679257
1997-08,112.68509391523584
1997-09,111.66149501532962
1997-10,113.3789735771035
1997-11,112.83748078113227
1997-12,113.43760234593533
1998-01,113.21538156813489
1998-02,113.20099575043065
1998-03,113.04127046960211
1998-04,112.77861006606472
1998-05,113.84490557972202
1998-06,113.83991599849887
1998-07,113.70905768609144
1998-08,113.3829983800142
1998-09,112.85724974529234
1998-10,110.86116928721268
1998-11,110.37534501613561
1998-12,105.1494519116919
1999-01,103.82610699784927
1999-02,100.18844508889308
1999-03,99.2767545712547
1999-04,99.53331494999337
1999-05,98.76470411315705
1999-06,98.53664445651316
1999-07,99.57692121688315
1999-08,98.84154496248665
1999-09,98.83094816765151
1999-10,98.10155985964064
1999-11,96.95153407281435
1999-12,98.25846413988938
2000-01,97.85793809785913
2000-02,99.8028049581947
2000-03,99.62187917946015
2000-04,102.43144954980629
